PRODUCT_ID,BROWSE_NODE_ID
1,701
2,1194
3,701
4,1045
5,1313
6,1164
7,773
8,4
9,5
10,1251
11,773
12,4
13,1045
14,1045
15,251
16,1251
17,5
18,1084
19,55
20,1287
21,840
22,1084
23,840
24,1045
25,374
26,4
27,5
28,1045
29,1045
30,773
31,1045
32,1052
33,11
34,701
35,289
36,289
37,1045
38,3175
39,1045
40,4
41,4
42,5
43,1045
44,1045
45,1045
46,1052
47,1348
48,787
49,1045
50,5
51,993
52,530
53,1045
54,5
55,1409
56,1045
57,1045
58,1045
59,739
60,1045
61,739
62,739
63,251
64,1295
65,1045
66,1045
67,1045
68,739
69,11
70,1045
71,82
72,413
73,507
74,1084
75,251
76,5
77,1049
78,4
79,1045
80,816
81,1045
82,1084
83,5
84,1052
85,1045
86,1052
87,1045
88,773
89,1045
90,4
91,4
92,1045
93,5
94,739
95,1045
96,1045
97,5
98,1045
99,840
100,1084
101,4
102,1045
103,1045
104,1045
105,1313
106,1045
107,1045
108,758
109,1194
110,396
111,5
112,1045
113,1045
114,1045
115,1045
116,1295
117,701
118,1084
119,1045
120,1045
121,1045
122,1045
123,1724
124,1049
125,1045
126,1045
127,11
128,1045
129,1024
130,1045
131,1045
132,1045
133,1186
134,739
135,1454
136,739
137,1186
138,739
139,739
140,5
141,465
142,1049
143,1045
144,1295
145,739
146,374
147,1045
148,1045
149,4
150,773
151,5
152,701
153,701
154,5
155,1194
156,4
157,739
158,1251
159,507
160,507
161,1084
162,4
163,5
164,5
165,569
166,1251
167,289
168,1045
169,5
170,1045
171,1724
172,1164
173,1052
174,507
175,1052
176,1251
177,5
178,1251
179,1251
180,1194
181,1052
182,507
183,4
184,5
185,4
186,413
187,4
188,739
189,739
190,439
191,1024
192,1052
193,507
194,2516
195,1045
196,1251
197,811
198,739
199,1251
200,5
201,1835
202,5
203,5
204,840
205,701
206,840
207,1251
208,507
209,773
210,1045
211,1045
212,1351
213,1045
214,324
215,1251
216,507
217,1251
218,413
219,1045
220,863
221,5
222,1251
223,840
224,1251
225,1045
226,840
227,1084
228,1251
229,374
230,800
231,1052
232,1045
233,251
234,1296
235,4
236,863
237,1045
238,993
239,1251
240,55
241,701
242,374
243,1251
244,773
245,773
246,1295
247,1045
248,1251
249,1045
250,1045
251,1295
252,1295
253,739
254,55
255,773
256,1045
257,5
258,773
259,1045
260,1045
261,374
262,530
263,374
264,1049
265,1045
266,803
267,1045
268,1045
269,465
270,22
271,5
272,4
273,1045
274,1045
275,465
276,1295
277,803
278,1045
279,1045
280,5
281,1045
282,803
283,739
284,1045
285,4
286,251
287,1251
288,1045
289,5
290,1084
291,840
292,1084
293,1045
294,1045
295,507
296,1295
297,1045
298,1045
299,1045
300,1045
301,86
302,803
303,1045
304,4
305,374
306,1186
307,1045
308,1251
309,1045
310,773
311,1045
312,1251
313,1045
314,1045
315,5
316,1251
317,5
318,1045
319,1045
320,739
321,701
322,5
323,1045
324,1295
325,507
326,324
327,4
328,758
329,840
330,816
331,1045
332,1045
333,5
334,1045
335,1052
336,1045
337,1084
338,1052
339,1045
340,1045
341,1045
342,1045
343,1045
344,374
345,5
346,1045
347,1045
348,1045
349,5
350,5
351,1045
352,816
353,1052
354,1045
355,1045
356,289
357,1045
358,1251
359,1045
360,1045
361,1045
362,1045
363,1045
364,1045
365,1045
366,1045
367,1045
368,507
369,1724
370,5
371,1045
372,739
373,1045
374,1045
375,1045
376,1045
377,1045
378,1045
379,5
380,1045
381,840
382,4
383,1313
384,530
385,324
386,507
387,110
388,739
389,1251
390,1052
391,5
392,1049
393,374
394,739
395,5
396,1045
397,5
398,1052
399,413
400,1045
401,1045
402,379
403,1186
404,1724
405,1045
