PRODUCT_ID,BROWSE_NODE_ID
1,49519
2,2232
3,51652
4,4244
5,4298
6,534
7,406
8,1318
9,95704
10,1567
11,773
12,18366
13,374
14,410651
15,365044
16,64737
17,3065
18,20162
19,15676
20,11081
21,840
22,6132
23,2385
24,796
25,374
26,4930
27,2822
28,1045
29,1045
30,1045
31,1459
32,773
33,13520
34,701
35,3175
36,3175
37,1045
38,3175
39,1539
40,6439
41,203918
42,1318
43,1045
44,1993035
45,1002
46,413
47,1348
48,145947
49,1045
50,2877
51,1236
52,29622
53,1045
54,107900
55,429228
56,257
57,1251
58,2821
59,25316
60,2040
61,39106
62,739
63,418550
64,1295
65,1045
66,1045
67,2231
68,906
69,739
70,1993035
71,696
72,2472
73,544
74,15856
75,251
76,289155
77,4244
78,2822
79,507
80,2174
81,1993035
82,739
83,1254
84,1687
85,227
86,1251
87,1045
88,62740
89,1827
90,1092
91,29223
92,1045
93,1076
94,3258
95,2877
96,2040
97,3547
98,1045
99,35842
100,11688
101,264177
102,1045
103,1045
104,1045
105,1333
106,1382
107,1045
108,41502
109,8163
110,396
111,3341
112,8078
113,1045
114,374
115,1045
116,1045
117,53947
118,3175
119,89795
120,1993035
121,315348
122,1045
123,419
124,9237
125,2040
126,1045
127,11
128,40676
129,1049
130,1045
131,1045
132,1045
133,1486
134,249658
135,618
136,103
137,368
138,739
139,511
140,11655
141,51943
142,131542
143,1045
144,1045
145,218026
146,5
147,1045
148,81714
149,423
150,146645
151,33208
152,2459
153,1428
154,1266
155,10200
156,1003
157,1703
158,2456
159,11184
160,13
161,4244
162,291
163,1918
164,1254
165,22237
166,3780
167,3312
168,88751
169,1882
170,226742
171,1486
172,5338
173,5022
174,1083
175,9643
176,2714
177,1024
178,15283
179,176083
180,1254
181,18366
182,507
183,1856
184,4084
185,29224
186,328
187,1037
188,23399
189,1687
190,811
191,11655
192,1552
193,507
194,17677
195,40
196,1251
197,377
198,739
199,49807
200,213538
201,1835
202,24099
203,1313
204,8170
205,110577
206,63601
207,1687
208,507
209,9608
210,665
211,2511
212,6455
213,1045
214,1829055
215,36068
216,10529
217,40
218,3712
219,1703
220,4032
221,1687
222,1251
223,4622
224,9939
225,2329
226,262099
227,64792
228,60285
229,1797
230,13568
231,77349
232,58196
233,7731
234,720
235,29223
236,22237
237,25573
238,800
239,1002
240,18552
241,1965
242,15406
243,1251
244,1254
245,83625
246,324
247,1045
248,32664
249,16773
250,2822
251,15417
252,15417
253,218026
254,2181
255,184832
256,1002
257,2708
258,184832
259,1856
260,1045
261,8107
262,181275
263,374
264,22237
265,1045
266,510
267,1045
268,1045
269,3175
270,22
271,1254
272,1740
273,1045
274,2877
275,5173
276,161000
277,876
278,1045
279,100
280,195630
281,507
282,510
283,1813
284,11292
285,293064
286,293064
287,427
288,579
289,758
290,14281
291,3856
292,6132
293,1045
294,1045
295,1603
296,92670
297,1045
298,1045
299,1045
300,1045
301,3522
302,3446
303,1130
304,293064
305,232
306,1703
307,1993035
308,219383
309,1045
310,498
311,1812
312,1539
313,1045
314,87878
315,612
316,3446
317,22
318,1993035
319,1045
320,739
321,41502
322,29399
323,131789
324,92
325,1603
326,1919
327,1762
328,1006
329,1236
330,6
331,720
332,1993035
333,5801
334,7087
335,5
336,33362
337,1013
338,1646
339,1045
340,374
341,1812
342,1812
343,1045
344,288516
345,5
346,1045
347,656274
348,14897
349,5
350,803
351,2822
352,25109
353,5777
354,1045
355,1045
356,289
357,14897
358,1190
359,1045
360,1045
361,1295
362,1927
363,1045
364,1045
365,3442
366,2040
367,1045
368,507
369,241
370,739
371,1045
372,6542
373,2040
374,1459
375,1045
376,1045
377,1045
378,1045
379,6191
380,1045
381,20496
382,2328
383,1682
384,692
385,40370
386,1973
387,413
388,47543
389,447
390,1052
391,29224
392,708367
393,374
394,3382
395,4929
396,1045
397,5
398,3446
399,2977
400,407
401,4244
402,100
403,7768
404,121168
405,1045
406,22
407,44108
408,4840
409,1646
410,8082
411,3382
412,3382
413,38562
414,11586
415,3050
416,2564275
417,636
418,1973
419,117
420,2040
421,2040
422,23
423,818
424,290
425,1251
426,244057
427,498
428,45056
429,163407
430,16463
431,19643
432,396
433,32664
434,6455
435,7731
436,1491
437,8036
438,1251
439,1287
440,92
441,22384
442,1049
443,1603
444,2490
445,5
446,116046
447,9860
448,1973
449,4604
450,3734
451,423
452,1682
453,1045
454,290
455,374
456,154514
457,1382
458,7294
459,5
460,11567
461,4867
462,4084
463,9975
464,218026
465,29396
466,1313
467,44828
468,64454
469,30155
470,1517
471,25573
472,22237
473,1251
474,18366
475,1965
476,5704
477,256
478,701
479,1251
480,7097
481,60432
482,40
483,82727
484,720
485,6938
486,544
487,75137
488,29396
489,818
490,1017
491,219383
492,2329
493,1074
494,1045
495,51329
496,2822
497,1045
498,1045
499,2822
500,1965
501,13520
502,1045
503,2822
504,1358
505,1045
506,1827
507,1045
508,1254
509,15417
510,176346
511,1041
512,4
513,1812
514,1597
515,1295
516,8269
517,396
518,22
519,794
520,2822
521,51097
522,2877
523,2040
524,168646
525,758
526,6998
527,2229
528,2877
529,313
530,318
531,25667
532,374
533,1045
534,1552
535,1045
536,1045
537,2040
538,1045
539,47899
540,569
541,124
542,1424
543,4474
544,105
