PRODUCT_ID,BROWSE_NODE_ID
1,2311
2,1122706
3,410356
4,125
5,7644
6,507
7,1409
8,1053
9,639709
10,1251
11,5
12,1173
13,507
14,753
15,14478
16,753
17,7369
18,36
19,394483
20,2202
21,993
22,781
23,993
24,1045
25,2321
26,13127
27,379
28,1045
29,2202
30,3712
31,1045
32,368
33,106
34,1409
35,3175
36,3175
37,1045
38,3175
39,5
40,993
41,11
42,394483
43,1045
44,1045
45,1045
46,3867
47,796
48,1348
49,1045
50,2273
51,6
52,2020
53,1045
54,6
55,2544
56,322
57,251
58,3712
59,231
60,1045
61,1836
62,1319
63,781
64,1295
65,1045
66,1045
67,14123
68,5364
69,840
70,1045
71,3712
72,55
73,507
74,465
75,251
76,5
77,206
78,534
79,322
80,636
81,1045
82,1084
83,5
84,3867
85,2544
86,419
87,15121
88,1213
89,1045
90,796
91,1541
92,1045
93,1922
94,25032
95,1045
96,1045
97,507
98,1045
99,840
100,347
101,55
102,1045
103,1045
104,1045
105,2544
106,1045
107,506
108,13
109,1552
110,396
111,1213
112,1045
113,1045
114,1045
115,1045
116,1295
117,3867
118,160341
119,1045
120,1045
121,368
122,1045
123,1724
124,636
125,1295
126,1045
127,251
128,1213
129,6
130,1045
131,1045
132,1045
133,969
134,2202
135,11585
136,3867
137,1213
138,251
139,2273
140,507
141,160341
142,6
143,1045
144,1295
145,5932
146,1045
147,1045
148,6
149,818
150,30348
151,507
152,3712
153,2544
154,6
155,1563
156,1563
157,324
158,153
159,507
160,507
161,2385
162,2650
163,1563
164,1049
165,1965
166,6
167,427
168,1251
169,3341
170,3175
171,796
172,5338
173,782
174,2318
175,9643
176,636
177,7943
178,5
179,1213
180,1122706
181,328
182,507
183,166066
184,4867
185,1193
186,328
187,6
188,25032
189,4947
190,2020
191,507
192,781
193,507
194,2516
195,56624
196,396
197,1122706
198,622
199,3937
200,15121
201,1835
202,4240
203,7644
204,1777
205,5937
206,2544
207,4183
208,507
209,1209
210,507
211,5
212,3867
213,1045
214,10779
215,18921
216,507
217,1251
218,3712
219,1186
220,30348
221,2379
222,1058
223,871
224,9005
225,800
226,3503
227,1876
228,13127
229,1040
230,800
231,2544
232,800
233,251
234,800
235,4
236,1836
237,71689
238,2544
239,3712
240,8152
241,5
242,15406
243,5
244,753
245,701
246,36
247,1045
248,3522
249,1045
250,1251
251,56624
252,56624
253,708
254,969
255,2321
256,1045
257,2544
258,2321
259,1045
260,2202
261,507
262,3712
263,374
264,2544
265,1045
266,236653
267,1045
268,1045
269,3175
270,1473
271,55
272,636
273,1045
274,1045
275,256
276,3712
277,1010
278,1045
279,322
280,6
281,507
282,2273
283,1813
284,5
285,55
286,2202
287,1913
288,1045
289,6
290,1138
291,1092
292,1084
293,1045
294,1045
295,507
296,1045
297,1045
298,1045
299,1045
300,1045
301,2544
302,1360
303,3712
304,19998
305,36
306,701
307,1045
308,10307
309,1045
310,5471
311,1045
312,2807
313,1045
314,1045
315,51794
316,465
317,427
318,1045
319,1045
320,686
321,38
322,3867
323,422
324,507
325,507
326,993
327,993
328,11
329,5970
330,6
331,1045
332,1045
333,347
334,507
335,361
336,1045
337,507
338,8163
339,1045
340,507
341,1045
342,1045
343,1045
344,36
345,427
346,1045
347,1045
348,1045
349,1045
350,1409
351,439
352,6
353,162614
354,1045
355,1045
356,289
357,1045
358,17167
359,1045
360,1045
361,5
362,3759
363,1045
364,1045
365,368
366,1045
367,1045
368,3712
369,55
370,6
371,1045
372,15121
373,1045
374,1045
375,1045
376,1045
377,6
378,1045
379,427
380,1045
381,2544
382,9135
383,9005
384,2020
385,1248
386,507
387,422
388,701
389,3712
390,465
391,2544
392,1186
393,1045
394,5
395,4929
396,1045
397,1313
398,3446
399,2977
400,507
401,1348
402,379
403,2091
404,1819
405,427
406,289
407,14310
408,5
409,1473
410,58476
411,1186
412,1186
413,834
414,1552
415,507
416,507
417,1251
418,507
419,117
420,507
421,507
422,465
423,1138
424,818
425,9424
426,244057
427,576
428,4947
429,2544
430,3712
431,1563
432,709
433,41567
434,1337
435,781
436,840
437,781
438,36
439,2140
440,507
441,4183
442,1922
443,3712
444,2202
445,1045
446,324
447,2767
448,507
449,36
450,5
451,818
452,9496
453,1704241
454,1045
455,507
456,3712
457,92
458,251
459,1186
460,5
461,4867
462,5
463,5
464,447
465,5
466,1213
467,2544
468,15121
469,1551
470,1360
471,5
472,800
473,3562
474,800
475,47240
476,2544
477,36
478,13520
479,5
480,5
481,2614
482,1186
483,71689
484,796
485,1670
486,507
487,31182
488,7308
489,818
490,701
491,255
492,530
493,5
494,1045
495,13127
496,1045
497,2655
498,1045
499,1040
500,1896
501,2544
502,1045
503,30155
504,1563
505,1045
506,4575
507,1045
508,1040
509,1213
510,2321
511,1541
512,2508
513,1045
514,5
515,1045
516,3976
517,251
518,289
519,5
520,1348
521,2614
522,796
523,1045
524,1251
525,6
526,5
527,406
528,422
529,3994
530,251
531,2544
532,1045
533,1045
534,251
535,1045
536,1045
537,1045
538,1045
539,427
540,2516
541,796
542,9643
543,1045
544,1351
545,507
546,1045
547,9106
548,1045
549,29405
550,396
551,1045
552,422
553,1045
554,251
555,379
556,507
557,1122706
558,1045
559,23660
560,1045
561,1295
562,1045
563,1045
564,1045
565,8269
566,3712
567,1186
568,5
569,86
570,18921
571,251
572,1552
573,6835
574,684
575,5932
576,1045
577,1011
578,1687
579,1045
580,1724
581,11585
582,1045
583,507
584,630
585,1045
586,1045
587,1045
588,1045
589,1045
590,1045
591,701
592,1045
593,1045
594,1186
595,1045
596,1687
597,1045
598,1045
599,1045
600,1045
601,1084
602,1045
603,1045
604,840
605,1045
606,507
607,1045
608,1045
609,1045
610,1045
611,5
612,1684
613,11
614,1045
615,1045
616,116868
617,427
618,1045
619,1045
620,1045
621,6
622,6
623,1045
624,2229
625,507
626,81
627,507
628,487
629,507
630,1013
631,6
632,507
633,427
634,2020
635,8506
636,1045
637,1045
638,2544
639,1922
640,29908
641,840
642,368641
643,92
644,507
645,427
646,1552
647,36
648,507
649,347
650,83
651,1473
652,507
653,11659
