PRODUCT_ID,BROWSE_NODE_ID
1,2311
2,2467618
3,204
4,125
5,1567
6,32110
7,1409
8,4
9,840
10,1251
11,977
12,4
13,374
14,8506
15,14478
16,3329
17,7369
18,3073
19,153
20,328
21,4052
22,912
23,4052
24,1045
25,7660
26,4
27,4
28,1045
29,3073
30,9485
31,1045
32,2560
33,106
34,1409
35,3175
36,3175
37,1045
38,3175
39,701
40,5112
41,215
42,394483
43,1045
44,1045
45,1045
46,328
47,796
48,488675
49,1045
50,2273
51,204
52,29622
53,1045
54,1567
55,828
56,322
57,328
58,2459
59,25316
60,1045
61,3073
62,74
63,328
64,1295
65,1045
66,1045
67,14123
68,11
69,840
70,1045
71,696
72,215
73,1973
74,6481
75,9485
76,1567
77,206
78,534
79,322
80,2459
81,1045
82,1084
83,1567
84,81920
85,1843
86,1687
87,773
88,1552
89,1045
90,796
91,27143
92,1045
93,1003
94,25032
95,1045
96,1045
97,3626
98,1045
99,840
100,14046
101,916
102,1045
103,1045
104,1045
105,3073
106,1045
107,11036
108,41502
109,1552
110,396
111,1213
112,1045
113,1045
114,1045
115,1045
116,1295
117,328
118,1991
119,1045
120,1045
121,205019
122,1045
123,419
124,2827
125,1045
126,1045
127,74
128,1213
129,6
130,1045
131,1045
132,1045
133,781
134,14882
135,74
136,328
137,701
138,328
139,2273
140,507
141,8255
142,890
143,1045
144,1295
145,328
146,1045
147,1045
148,1567
149,818
150,22948
151,530
152,3073
153,1194
154,912
155,924
156,2472
157,324
158,1567
159,182179
160,507
161,2385
162,12088
163,1567
164,1049
165,4535
166,11137
167,427
168,1251
169,1567
170,3175
171,796
172,2524
173,1567
174,2318
175,9643
176,858
177,1687
178,204
179,890
180,11137
181,328
182,8491
183,166066
184,1567
185,55
186,328
187,6
188,3073
189,4947
190,1045
191,507
192,328
193,50324
194,2516
195,2467618
196,396
197,2560
198,328
199,3937
200,255
201,1835
202,1567
203,773
204,1777
205,2186
206,191
207,1251
208,265980
209,1209
210,530
211,2467618
212,3073
213,1045
214,328
215,1988
216,530
217,1567
218,55
219,701
220,30348
221,1552
222,1567
223,1164
224,14046
225,1446
226,3503
227,1876
228,1988
229,58093
230,800
231,7805
232,800
233,396
234,14046
235,4
236,55
237,2467618
238,68214
239,1552
240,30348
241,1409
242,15406
243,5
244,1117
245,701
246,6711
247,1045
248,11137
249,1045
250,1360
251,1295
252,1295
253,708
254,22
255,701
256,1045
257,30348
258,701
259,1045
260,1045
261,507
262,530
263,374
264,801994
265,1045
266,236653
267,1045
268,1045
269,3175
270,328
271,55
272,2261590
273,1045
274,1045
275,256
276,2459
277,11137
278,1567
279,322
280,1567
281,196786
282,761
283,1813
284,11292
285,328
286,2787
287,9147
288,1045
289,204
290,1084
291,1092
292,1084
293,1045
294,1045
295,407
296,1045
297,1045
298,1045
299,1045
300,1045
301,41567
302,1360
303,9485
304,19998
305,36
306,701
307,1045
308,22
309,1045
310,5471
311,1045
312,2807
313,1045
314,1045
315,1424
316,465
317,427
318,1045
319,1045
320,3073
321,41502
322,1552
323,422
324,1045
325,407
326,204
327,2560
328,25670
329,5970
330,816
331,1045
332,1045
333,924
334,1045
335,2467618
336,1045
337,451
338,1567
339,1045
340,1045
341,1045
342,1045
343,1045
344,621
345,427
346,1045
347,2467618
348,1045
349,1045
350,1409
351,439
352,1704241
353,162614
354,1045
355,1045
356,289
357,1045
358,2807
359,1045
360,1045
361,36296
362,1045
363,1045
364,1045
365,1409
366,1045
367,1045
368,66
369,55
370,816
371,1045
372,328
373,1045
374,1045
375,1045
376,1045
377,816
378,1045
379,427
380,1045
381,191
382,3175
383,1687
384,32110
385,1248
386,530
387,422
388,1567
389,3574
390,409
391,55
392,311
393,1045
394,924
395,532
396,1045
397,1313
398,3446
399,2977
400,1037
401,1348
402,4434
403,2091
404,1567
405,427
406,289
407,40234
408,4840
409,1473
410,58476
411,1409
412,1567
413,13940
414,1552
415,2467618
416,2467618
417,1251
418,1973
419,328
420,1045
421,796
422,9643
423,818
424,818
425,9424
426,244057
427,530
428,4947
429,1988
430,5288
431,328
432,55
433,41567
434,489829
435,781
436,840
437,781
438,328
439,1045
440,11655
441,1567
442,1922
443,1603
444,1164
445,1045
446,324
447,1567
448,265980
449,773
450,5
451,818
452,1567
453,2467618
454,1045
455,9485
456,312
457,92
458,328
459,1194
460,5
461,27143
462,1037
463,3626
464,3073
465,2524
466,1213
467,41567
468,55
469,1551
470,27143
471,3073
472,14490
473,1567
474,1348
475,47240
476,782
477,11137
478,204
479,5906
480,215
481,3073
482,55
483,71689
484,1045
485,840
486,289
487,74
488,7308
489,818
490,701
491,1040
492,530
493,1117
494,1045
495,1267
496,1045
497,3315
498,1045
499,1040
500,1896
501,227
502,1045
503,283
504,1922
505,1045
506,12088
507,1045
508,1040
509,2186
510,2467618
511,325274
512,2508
513,1045
514,5
515,1045
516,3976
517,2297
518,427
519,1049
520,1433
521,2067
522,796
523,1045
524,204
525,204
526,5
527,705
528,422
529,74
530,328
531,5041
532,1045
533,1045
534,328
535,1045
536,1045
537,1045
538,1045
539,427
540,2516
541,796
542,409
543,1045
544,1351
545,196786
546,1045
547,875
548,1045
549,669615
550,396
551,1045
552,422
553,1045
554,55
555,449
556,2040
557,773
558,1045
559,23660
560,1045
561,374
562,1045
563,1045
564,1045
565,8269
566,413
567,1409
568,1552
569,86
570,1424
571,11137
572,1552
573,328
574,1876
575,2827
576,1045
577,1011
578,1687
579,1045
580,1567
581,18434
582,1045
583,507
584,1164
585,1045
586,1045
587,1045
588,1045
589,1045
590,1045
591,977
592,1045
593,1045
594,748
595,1045
596,1567
597,1045
598,1045
599,1045
600,1045
601,1084
602,1045
603,1045
604,840
605,1045
606,2067
607,1045
608,1045
609,1045
610,1045
611,818
612,1684
613,11
614,1045
615,1045
616,1704241
617,427
618,1045
619,1045
620,1045
621,6
622,6
623,1045
624,1777
625,1045
626,81
627,1973
628,487
629,3073
630,1013
631,1137
632,2067
633,427
634,1045
635,21269
636,1045
637,1045
638,6568
639,1687
640,3073
641,328
642,1424
643,92
644,507
645,1567
646,1567
647,1876
648,530
649,3442
650,3547
651,396
652,407
653,11659
654,1687
655,2318
656,1567
657,2637
658,1687
659,863
660,13940
661,347
662,3073
663,1973
664,1687
665,2467618
666,422
667,507
668,3073
669,204
670,1672
671,4240
672,328
673,324
674,2957
675,840
676,3098
677,374
678,1045
679,1045
680,15570
681,31940
682,1419
683,196786
684,764
685,21710
686,4696
687,2647
688,118
689,3073
690,816
691,834
692,840
693,1251
694,9477
695,773
696,1045
697,374
698,1045
699,818
700,178509
701,29908
702,3821
703,1045
704,92
705,1045
706,2993
707,1973
708,530
709,4378
710,23704
711,918
712,279
713,3883
714,4342
715,5059
716,3442
717,14046
718,800
719,800
720,800
721,739
722,328
723,690058
724,547656
725,1724
726,1040
727,2321
728,701
729,530
730,3574
731,32110
732,1045
733,15417
734,1930
735,794
736,701
737,618
738,1045
739,250558
740,1045
741,1045
742,1045
743,530
744,55
745,109771
746,55
747,374
748,3175
749,27143
750,92
751,11137
752,781
753,1045
754,818
755,1266
756,1295
757,18704
758,1041
759,1646
760,2467618
761,215
762,1603
763,3073
764,22
765,1045
766,30
767,3073
768,3329
769,4154
770,3073
771,2893574
772,2893574
773,1045
774,396
775,1567
776,4
777,1045
778,1045
779,488675
780,796
781,204
782,9147
783,1045
784,1045
785,1252279
786,816
787,781
788,3853
789,204
790,7037
791,1061
792,2077
793,1045
794,1013
795,1473
796,427
797,1534
798,427
799,322
800,3073
801,75
802,55
803,1049
804,14046
805,1687
806,773
807,1045
808,1427
809,407
810,30348
811,8269
812,1092
813,10941
814,1567
815,1045
816,74
817,3626
818,74
819,1045
820,3937
821,1045
822,2067
823,328
824,255
825,328
826,1045
827,407
828,1164
829,1045
830,1045
831,1045
832,328
833,1045
834,1045
835,1045
836,4962
837,1164
838,1045
839,2396
840,1045
841,1024
842,427
843,1045
844,1045
845,1045
846,1045
847,74
848,701
849,2807
850,1045
851,1138
852,515
853,1084
854,1045
855,209
856,1045
857,1045
858,43247
859,419
860,1045
861,1045
862,1045
863,1045
864,3626
865,1045
866,1045
867,1061
868,4533
869,6
870,1003
871,1045
872,2040
873,1045
874,1749
875,1045
876,2396
877,11585
878,2459
879,1567
880,1552
881,1567
