PRODUCT_ID,BROWSE_NODE_ID
1,529235
2,160341
3,5900
4,125
5,1185
6,10183
7,978
8,4
9,28262
10,2594
11,89
12,117
13,1024
14,2321
15,14478
16,890
17,890
18,15199
19,84
20,2140
21,7462
22,2465
23,7462
24,1045
25,2321
26,828
27,1472
28,1045
29,12088
30,4885
31,1045
32,37798
33,106
34,978
35,3175
36,3175
37,1045
38,3175
39,215
40,5112
41,1024
42,890
43,1045
44,1045
45,1045
46,2140
47,796
48,117
49,1045
50,5900
51,1083
52,3523
53,1045
54,6568
55,739
56,322
57,117
58,4885
59,739
60,1045
61,34978
62,1319
63,251
64,1295
65,1045
66,1045
67,4885
68,251
69,840
70,1045
71,82
72,4
73,507
74,523
75,251
76,890
77,340
78,15480
79,322
80,1072
81,1045
82,1084
83,1194
84,4240
85,4885
86,3705
87,2465
88,2140
89,1045
90,161114
91,1239
92,1045
93,11231
94,25032
95,1045
96,1045
97,1117
98,1045
99,840
100,1049
101,56122
102,1045
103,1045
104,1045
105,42101
106,1045
107,883
108,10183
109,4885
110,396
111,1024
112,1045
113,1045
114,1045
115,1045
116,1295
117,2140
118,29370
119,1045
120,1045
121,42101
122,1045
123,419
124,2827
125,1295
126,1045
127,251
128,4885
129,6
130,1045
131,1045
132,1045
133,890
134,739
135,379
136,6709
137,1896
138,251
139,2140
140,4240
141,149
142,7804
143,1045
144,1295
145,2120
146,1045
147,1045
148,816
149,818
150,5625
151,4240
152,787
153,1296
154,1137
155,1597
156,890
157,324
158,4240
159,675
160,507
161,2614
162,2654284
163,226
164,8594
165,186
166,1117
167,289
168,4885
169,1687
170,18347
171,816
172,5338
173,1239
174,507
175,465
176,1072
177,385008
178,14718
179,834
180,2827
181,419
182,507
183,1531
184,1117
185,803
186,328
187,6
188,622
189,4947
190,811
191,507
192,117
193,507
194,2516
195,1117
196,396
197,2560
198,968
199,978
200,149
201,42101
202,4240
203,4240
204,1777
205,2186
206,7805
207,4240
208,507
209,3050
210,4240
211,69743
212,53256
213,1045
214,804
215,38
216,507
217,1058
218,1049
219,4885
220,3152
221,4533
222,1171
223,1164
224,2120
225,2847632
226,2120
227,1876
228,2140
229,1040
230,800
231,86
232,753
233,251
234,5937
235,251
236,34978
237,800
238,2262091
239,5
240,8152
241,978
242,15406
243,890
244,1117
245,162232
246,6711
247,2140
248,251
249,1045
