PRODUCT_ID,BROWSE_NODE_ID
1,526
2,367
3,644
4,441
5,640
6,270
7,509
8,113
9,784
10,344
11,986
12,196
13,272
14,92
15,819
16,332
17,327
18,49
19,274
20,682
21,241
22,646
23,564
24,758
25,84
26,304
27,614
28,581
29,395
30,449
31,558
32,177
33,93
34,96
35,640
36,427
37,993
38,44
39,951
40,942
41,803
42,623
43,50
44,48
45,730
46,917
47,884
48,742
49,313
50,243
51,629
52,800
53,372
54,60
55,884
56,400
57,254
58,950
59,624
60,921
61,415
62,303
63,584
64,650
65,935
66,859
67,671
68,837
69,670
70,593
71,781
72,272
73,977
74,354
75,432
76,401
77,585
78,513
79,74
80,332
81,496
82,537
83,358
84,299
85,693
86,218
87,144
88,828
89,369
90,373
91,112
92,5
93,1023
94,148
95,353
96,157
97,761
98,971
99,456
100,717
101,1037
102,741
103,792
104,915
105,192
106,789
107,457
108,422
109,390
110,677
111,965
112,827
113,443
114,643
115,552
116,858
117,918
118,325
119,211
120,181
121,271
122,1034
123,1003
124,567
125,165
126,716
127,985
128,583
129,456
130,1029
131,727
132,263
133,273
134,305
135,44
136,774
137,791
138,575
139,2
140,730
141,719
142,135
143,696
144,185
145,903
146,851
147,35
148,174
149,798
150,1018
151,859
152,544
153,796
154,273
155,25
156,20
157,962
158,349
159,559
160,675
161,955
162,140
163,992
164,205
165,997
166,156
167,802
168,544
169,24
170,530
171,512
172,367
173,957
174,950
175,395
176,287
177,83
178,85
179,574
180,975
181,352
182,189
183,104
184,182
185,289
186,605
187,168
188,332
189,875
190,909
191,590
192,325
193,102
194,116
195,64
196,964
197,951
198,247
199,976
200,771
201,304
202,965
203,330
204,1028
205,687
206,482
207,278
208,934
209,490
210,663
211,567
212,854
213,511
214,295
215,280
216,900
217,477
218,354
219,99
220,640
221,103
222,220
223,362
224,682
225,297
226,773
227,938
228,190
229,682
230,791
231,46
232,1018
233,213
234,951
235,522
236,926
237,155
238,791
239,892
240,918
241,466
242,546
243,540
244,611
245,822
246,234
247,884
248,910
249,94
250,448
251,307
252,396
253,628
254,894
255,940
256,115
257,1047
258,675
259,955
260,829
261,792
262,501
263,841
264,59
265,490
266,237
267,378
268,247
269,996
270,782
271,449
272,975
273,794
274,530
275,284
276,582
277,305
278,334
279,1046
280,694
281,856
282,164
283,363
284,851
285,421
286,181
287,84
288,381
289,288
290,198
291,551
292,743
293,68
294,124
295,423
296,459
297,417
298,1018
299,629
300,196
301,245
302,407
303,128
304,564
305,544
306,871
307,890
308,435
309,77
310,267
311,191
312,559
313,372
314,786
315,194
316,754
317,261
318,49
319,568
320,214
321,456
322,190
323,585
324,338
325,100
326,30
327,169
328,722
329,495
330,251
331,517
332,898
333,564
334,756
335,1006
336,619
337,480
338,702
339,601
340,154
341,703
342,371
343,466
344,772
345,713
346,211
347,395
348,142
349,452
350,965
351,349
352,574
353,901
354,828
355,258
356,663
357,540
358,948
359,710
360,741
361,922
362,977
363,810
364,586
365,53
366,38
367,263
368,835
369,1007
370,906
371,153
372,933
373,81
374,384
375,455
376,38
377,856
378,585
379,1018
380,997
381,480
382,166
383,5
384,438
385,308
386,935
387,889
388,388
389,318
390,600
391,753
392,860
393,165
394,506
395,448
396,514
397,346
398,1017
399,263
400,650
401,458
